label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.0,0.0,0.0,-0.1518479602251835,-0.030936464430000397,-0.0747072293579664,-0.3113699921920003,-0.15273843230782716,-0.1333111861328682,-0.36031708782295796,-0.3322120091410293,-0.19480215990962607,-0.3093662811972147,-0.495764528467205,-0.25060956615522223,-0.34111606032769787,-0.500491887611828,-0.06708835639443395,-0.4617989113443078,-0.723271737883352,-0.15575899924563508,-0.5258451188692433,-0.8618519021712846,-0.20207638230532632,-0.567894106440878,-1.0,-0.2352102138308059,-0.22927431435956172,-0.5632496338186536,-0.08420696697078396,-0.31091009848020046,-0.6162822760787859,-0.21319978709319112,-0.27087546173522115,-0.4023110905291955,-0.22580307716729942,-0.23101366645481247,-0.33835215938735996,-0.20361512148673783,-0.11258556694158108,-0.5740799410002722,-0.1149323181633603,-0.1837775748355923,-0.5363557102638365,-0.2342017735423608,-0.158866826656008,-0.3310956452433032,-0.18835966730802944,-0.12946740870689435,-0.2997963848678674,-0.12810921980265333,0.003963969809067845,-0.5455760546342717,-0.15516630294706146,-0.0797311798115217,-0.4984185340811672,-0.2186189213203993,-0.07193701933815484,-0.3388340024026675,-0.1786266764929573,-0.04534830270872262,-0.3101644918007075,-0.13282341866572406
1,0.0,0.0,0.0,-0.2048187683161412,-0.009533074492935422,-0.07508227298141587,-0.39456675702207666,-0.09980474839743937,-0.15117683649208163,-0.5217407306128325,-0.21838501098516333,-0.23569489771745725,-0.49894416556525667,-0.3855560836536284,-0.31499063191484583,-0.4542903085322563,-0.5550694159597025,-0.06655004154641425,-0.6377526641824355,-0.7507570611414587,-0.17385974515860506,-0.7610370688676058,-0.8779424286289923,-0.22770693961950736,-0.8412185428978405,-1.0,-0.26408767463797994,-0.329465467088277,-0.6557225575283274,-0.09137755739116499,-0.4833692512365091,-0.5972317171362037,-0.23761974285088883,-0.4131797725416492,-0.35102805502926604,-0.24573509104475724,-0.33670041068667944,-0.29985517091206876,-0.2126557150107159,-0.19775400974738827,-0.679529652706792,-0.1319559769256574,-0.3388921081168674,-0.48643710315780947,-0.2600113272102154,-0.2748464717623067,-0.27923059004470024,-0.2034048655324117,-0.21132169926044567,-0.27855672243527,-0.1324527869962706,-0.07211812179388405,-0.6374085865852962,-0.18408488584610194,-0.20077402538777228,-0.44046074024881376,-0.25286789649704433,-0.15927465006268451,-0.2841872968540547,-0.21005012975868653,-0.10131633870329497,-0.29430218350467585,-0.15789413772645663
1,0.0,0.0,0.0,-0.19264220181444006,-0.07940600517107625,-0.006446235656237274,-0.4048982535652712,-0.07373318092422693,-0.06539682216046284,-0.5698007811152206,0.04911431684695684,-0.13277710885134134,-0.6813645141291923,0.15877710613394713,-0.20365434420654396,-0.5165073976664489,-0.3750677103796612,-0.09320100131610601,-0.7470128297451525,-0.3908677413215294,-0.17299985691218775,-0.8871640887341549,-0.4388255001062931,-0.22487521238194205,-1.0,-0.4973903984488997,-0.2681064115796795,-0.43976310549507547,-0.33531911862422215,-0.138027865981049,-0.6428683779671638,-0.026196498671614398,-0.23201339008398522,-0.5649699318499787,0.058493220057899135,-0.24047703728435832,-0.4945850617557396,0.009567670867563239,-0.24380702785710565,-0.3628103675292918,-0.21928960586960564,-0.183258755760104,-0.5405858698059678,0.09343375713304669,-0.2570803992630351,-0.4605156161828197,0.12720179774480528,-0.21606212241345157,-0.4022216706605421,0.043343012869813756,-0.1865471862839231,-0.2927788135017847,-0.076479037997282,-0.23053735166709588,-0.44156984347644135,0.15206766251993692,-0.27901313075106077,-0.3774067375361591,0.17523604304703944,-0.24829744979066076,-0.32261790465675116,0.10992261193888647,-0.22119039203955582
1,0.0,0.0,0.0,-0.17586635357499666,-0.0915773220895778,0.002556557329843591,-0.3863273683892452,-0.024401201791310105,-0.038580531919973224,-0.5120327618957244,0.16860083400874426,-0.08612906464260406,-0.5857930888428061,0.33853892535766333,-0.1394544630340337,-0.5258143481608577,-0.1736158304255526,-0.08465140393990021,-0.7535608318753664,-0.11086110108444687,-0.15528959864162517,-0.8876722882269664,-0.1097967498715774,-0.20088250884866932,-1.0,-0.12983500348362248,-0.23685923355781693,-0.4681590325824115,-0.1058363209137091,-0.12198480197876839,-0.6055020715150853,0.19142208941329425,-0.19975707411016091,-0.5126284453208071,0.22028173921204763,-0.20137756246840285,-0.45276615728518665,0.14493055655966502,-0.19932156718746236,-0.3852992949896184,0.01416826100007801,-0.1570472976550851,-0.5034522365358446,0.2781291800114617,-0.21848073319257122,-0.426641975819582,0.2664920540766262,-0.17825870345151773,-0.380670626980182,0.1815765160121523,-0.1472586518487094,-0.3014854249339748,0.147220820798079,-0.19232990614934026,-0.40112230913216457,0.3120036530632371,-0.23406393713648033,-0.34438441529386027,0.2961409844136142,-0.2044706789568075,-0.3009112138184009,0.23996751793695437,-0.17682087041967698
1,0.0,0.0,0.0,-0.18544199430121627,-0.06607801374846328,0.004278816795666141,-0.3924484977513835,0.038150346632002965,-0.040167639334312576,-0.4961361925834143,0.25625910181720396,-0.08994600501073398,-0.5448747451685017,0.4409329134072349,-0.1479181921790503,-0.5188261406623782,-0.10613145831394104,-0.10065836116115565,-0.7418552452419214,-0.005491942114843961,-0.1723617712178536,-0.8802031682604857,0.012734413857509558,-0.21852699356117614,-1.0,0.008588277542165085,-0.2562874984511368,-0.44888145507261834,-0.04696019711721713,-0.14183965680377125,-0.5802867879250154,0.2852305394538752,-0.22174434554827493,-0.49006654123214455,0.29003519193433136,-0.22477327007826484,-0.4330354575720335,0.2008041840070252,-0.2250774375233156,-0.35344183889002295,0.0551108422524268,-0.17849213545077725,-0.4588154522661713,0.3546936570997609,-0.24016238106895046,-0.38656423713628857,0.326226013619758,-0.1977089577992859,-0.34844567915746805,0.23518020957337257,-0.1673339305172558,-0.25762713382949765,0.16613017212263476,-0.2146080728901909,-0.34648365591565516,0.37261849468149555,-0.25565827264397095,-0.2892236767230085,0.3388349958267701,-0.2224731585724566,-0.2502507017732857,0.2656978335171375,-0.19444932862641676
1,0.0,0.0,0.0,-0.18097999242779408,-0.04026347927826217,-0.0065229785952218315,-0.3831185938659665,0.07025587290175404,-0.05501567573376689,-0.48739796657568174,0.28692671977234174,-0.10715569311635327,-0.5436039121241404,0.46710865773765997,-0.16614642545049257,-0.5225748097039049,-0.07662459012360191,-0.10616842961110536,-0.7432999987698582,0.033006838904736456,-0.18209540549212605,-0.8808759771084288,0.057244304785388105,-0.22903007590981384,-1.0,0.061167602713419346,-0.2669929765430635,-0.44885258527957705,-0.032865970588677504,-0.14541352877761599,-0.5662757663441417,0.3172075132957821,-0.2348187044111048,-0.473963537231607,0.3163558109846191,-0.24305909512462803,-0.42124282246457534,0.22754564167610913,-0.24451734701802122,-0.34976236053267873,0.054029534336673395,-0.1815004312020887,-0.4311245340838109,0.3717067225879996,-0.2535172434810903,-0.35620890130572713,0.33276453514993376,-0.21502852131817307,-0.3277180494598994,0.23602917759556494,-0.18465785910553076,-0.25085007920746066,0.15408977711198255,-0.21770166633275023,-0.3216856564104737,0.38458220627290285,-0.26589509638483994,-0.26091041766046175,0.34412096462249,-0.2353489254060708,-0.2294862757185053,0.261858481075636,-0.20757988486196544
1,0.0,0.0,0.0,-0.18177705752926862,-0.04461468065352122,-0.0029436022451099554,-0.3793260193896366,0.06896632464235984,-0.05320217746001987,-0.48148499016865376,0.29300773341274794,-0.10752863479789972,-0.5371591229310604,0.4735441599677085,-0.16932608027054574,-0.5224126415923256,-0.07861926346445511,-0.1100811305885392,-0.7431252132980111,0.029122030199791774,-0.18569400310763773,-0.880088221499286,0.056506040737407566,-0.2328082168674421,-1.0,0.06295212237896584,-0.2713422605535434,-0.4470562754669056,-0.03710409425007744,-0.1508240151993134,-0.5666755863201582,0.31395022471802264,-0.23878802889532152,-0.4744755801135601,0.3164175411894089,-0.24598516487306454,-0.42113912253421687,0.23071655778792707,-0.24786214432918147,-0.3473489540181891,0.04899838116251822,-0.18749817770346314,-0.43280167349170084,0.36906584972568945,-0.2565265037654209,-0.3578186501733565,0.33007911604956996,-0.21625220225413147,-0.32768617545674344,0.23360680098542874,-0.18614996425898148,-0.24885256484227256,0.14823534404589886,-0.2238994672469076,-0.3232905093839504,0.38061322137123726,-0.26979734701356534,-0.26236736785874815,0.33992875496716163,-0.2375929359299927,-0.22873802168513102,0.25794277783318187,-0.2093944492639134
1,0.0,0.0,0.0,-0.1939792370369301,-0.029465960218895124,-0.005230549273428182,-0.3938576150658072,0.06383683692506895,-0.06738162134290719,-0.49591609505808576,0.261671288949964,-0.13501088001455677,-0.5362211784037655,0.43588754446827854,-0.21049061318242446,-0.5190234845196288,-0.14301899437218163,-0.1287514329518434,-0.7410495697850654,-0.042993536886509816,-0.21566720121030583,-0.879074151763512,-0.02895750832929068,-0.27131097575162516,-1.0,-0.03489651250764172,-0.3173325883152105,-0.4299393813521322,-0.130703188788867,-0.17733518203916615,-0.5553521059865304,0.2396755328528264,-0.2750332989135801,-0.46051784721522276,0.25708902875701484,-0.2812652364524156,-0.4139081000032144,0.174952197977157,-0.28389718806984693,-0.3219965891243371,-0.05774980686635099,-0.22274806324778657,-0.4255607112621745,0.2935517196276429,-0.2989534132624823,-0.35161144750338913,0.259100505952808,-0.2516365960526812,-0.32307245901735154,0.15106743276674545,-0.21777181608067872,-0.21772173341358889,0.03213818935563078,-0.26841982619458843,-0.3170427377408381,0.30389451555390445,-0.31836214015137476,-0.25822709219905793,0.27050748322289764,-0.2802320646551228,-0.22329891593503837,0.17910721552895287,-0.24911873863178483
1,0.0,0.0,0.0,-0.1838427027281094,0.07800111491678809,-0.10030637708941172,-0.3520609029613019,0.0887813393455954,-0.2023147624665149,-0.4787598243829168,0.05052503685644006,-0.3043034308485159,-0.441796744503627,-0.08097105916589467,-0.40377508360904685,-0.5086434353588329,-0.3708139448495241,-0.1545785211512163,-0.733628791336197,-0.4580636129267678,-0.2924418483236994,-0.8885112525225877,-0.5393362959997938,-0.3816514905850094,-1.0,-0.6278564435973907,-0.4466495473143611,-0.39734835792366713,-0.519574977143195,-0.17218191249964399,-0.48702334906649725,-0.29947746488340626,-0.3189254684979317,-0.3833637838031803,-0.10491316435723227,-0.32689333301785284,-0.31640863368110045,-0.09773241289523067,-0.3063983473636883,-0.25429887350950636,-0.5526454509019657,-0.2047988006081922,-0.30929782985439874,-0.22839439347465385,-0.3135554965527961,-0.25025939757093696,-0.08844696538956638,-0.2503195996689531,-0.21093457419629713,-0.1247051105743742,-0.1897778365336818,-0.11771236865234054,-0.49922365200444957,-0.25412100600052817,-0.15911520284561537,-0.21135021679218324,-0.3240093576471026,-0.12163145783709176,-0.09648528294677662,-0.28683213894500525,-0.08863052739202971,-0.13183148078234205,-0.24317768834981857
1,0.0,0.0,0.0,-0.14562946142575336,0.06061076894777904,-0.11810107110644366,-0.3421705601400509,0.002005772024077586,-0.20190624309373253,-0.40913304198354655,-0.2096397115256538,-0.28184363883258334,-0.4029191472627286,-0.43361738457537563,-0.3542607722297684,-0.5378265982480955,-0.35714352042725667,-0.1416412247310845,-0.7601687207038064,-0.5646783079723704,-0.27217891097400426,-0.8888075759401739,-0.6961990650589571,-0.3456984121696378,-1.0,-0.8387141198931859,-0.3979291916466036,-0.4202536899725353,-0.4901204006165283,-0.15132230454358886,-0.4639777745358595,-0.5727068763201126,-0.319463890391347,-0.3605652270435185,-0.34325534546515535,-0.3399819010093341,-0.3309021483346759,-0.2832405031175273,-0.320529570951043,-0.28008895259963085,-0.559459180372581,-0.17803544763270004,-0.28435421199185573,-0.5503511039788909,-0.3278578088345496,-0.2190917244397648,-0.30512233519602683,-0.2763334997331459,-0.22441528127517332,-0.2759462884616604,-0.21120910944283217,-0.13465454753039827,-0.5860255110778462,-0.21839361758392326,-0.15510613547130797,-0.5621031987162004,-0.3063541902194548,-0.11893241657522342,-0.3585925395003076,-0.2636768336796247,-0.12224025574506682,-0.31425020138655435,-0.2134517247405988
1,0.0,0.0,0.0,-0.15334414963028217,0.045342991395798775,-0.10181407696323419,-0.3615389484393987,-0.05218020251152134,-0.1689632423808657,-0.44171517809818606,-0.28262847422428067,-0.2360610431658435,-0.43665972953897164,-0.501932151656164,-0.2943762280518746,-0.5545668405919487,-0.34342063817149293,-0.09362083954545383,-0.7703934771614728,-0.5464768700442771,-0.20892871319317907,-0.8953365728619527,-0.661642664092646,-0.2682979541017443,-1.0,-0.7969416177080103,-0.30927662297168684,-0.43004373111195654,-0.4614855712948581,-0.1081949784731931,-0.5134655043308041,-0.5967733053317588,-0.2721280143256366,-0.4018865160207633,-0.3686044779768557,-0.28501793090713573,-0.3532222489102751,-0.30497058179778597,-0.2527708756023741,-0.28986089499138384,-0.5281294933827394,-0.1403198221821277,-0.3416592578491937,-0.5780137961546578,-0.29152540328663723,-0.25597683306641644,-0.33584443082096743,-0.23395185591117246,-0.23350298894245095,-0.2988776027201494,-0.15665261834697658,-0.1446734724006317,-0.5542754120413564,-0.18399469600160598,-0.20439921541487804,-0.5696757794264533,-0.268427072750563,-0.15488010992195006,-0.37442089444536436,-0.21935999939910938,-0.13460165681385103,-0.32769378105310515,-0.16201196555076314
1,0.0,0.0,0.0,-0.14681802948363135,0.04780446037211516,-0.11111054498536385,-0.3350648693903008,-0.04596402172638365,-0.18711939002039363,-0.39559561680523125,-0.2721695915092594,-0.2621444187353328,-0.38437445114454655,-0.48626042043709783,-0.3288524578126629,-0.5533977335815526,-0.35264609727861945,-0.113252123456038,-0.7714689596809085,-0.562486915829748,-0.22882502976676328,-0.8957674442462549,-0.6833082509978408,-0.2904232415651096,-1.0,-0.8120926461661546,-0.3329409494885478,-0.43825676348514625,-0.4712008689973452,-0.12442250441088744,-0.46532774181223213,-0.6015939713943561,-0.2892549101237511,-0.3583928007927263,-0.37736659221415064,-0.30742885658862806,-0.3238797729920251,-0.2917686136878682,-0.2814854958432595,-0.30428836342156285,-0.5398473817068664,-0.15248584058565698,-0.3121815505541526,-0.5844013490266646,-0.3020262837445776,-0.22950010721089806,-0.35327232492496596,-0.2525859509140993,-0.22044191915301398,-0.3048537808290239,-0.1842548629980816,-0.1672798139188565,-0.5666528250116953,-0.1930280766950487,-0.19186745071697175,-0.5858066002400146,-0.2769116777414561,-0.1430032065393029,-0.38731536479890116,-0.23145622808372437,-0.13619300354185657,-0.3249816980212475,-0.17748975790693242
